"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070897","GO:0070897","transcription preinitiation complex assembly","44/2197","82/18888",0.536585365853659,4.61311988631948,11.8958758320266,2.0013477694435e-20,1.09465021476518e-18,9.39305326116389e-19,"55814/2972/55290/1810/2957/2958/2959/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/64425/5706/54700/6598/6872/6881/6883/6884/9014/9013/6873/6877/6878/6879/129685/6908/7343",44
"GO:0032968","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","33/2197","48/18888",0.6875,5.91055985434684,12.3585215296751,2.20400047893215e-20,1.19253015161146e-18,1.02329484601921e-18,"23476/8812/79577/51755/1025/55837/8178/22936/2962/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/4686/22916/6830/10915",33
"GO:0007052","GO:0007052","mitotic spindle organization","57/2197","131/18888",0.435114503816794,3.7407568266234,11.4203602353018,2.84043916687448e-20,1.52054147741621e-18,1.30475716265612e-18,"84142/6790/9212/56647/332/79866/891/991/55143/1062/64946/55125/27243/51652/128866/79643/91782/9793/1213/10540/10671/1778/3192/3619/3832/9493/24137/3837/26065/440145/10403/10726/83540/4926/23636/5347/9055/5524/29127/8480/5901/1104/163786/51119/8243/9126/57405/6491/10460/6905/7175/22974/7272/7283/27175/7415/7756",57
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","23/2197","25/18888",0.92,7.90940373236231,12.541819098091,6.93317601877019e-20,3.67239386594227e-18,3.1512341306366e-18,"84811/11325/9879/27336/84844/51634/10291/8175/10946/23451/10992/23450/10262/83443/51639/79753/6627/6628/6629/6632/6633/6634/6636",23
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","34/2197","54/18888",0.62962962962963,5.41303798108532,11.781988707962,4.11739129808607e-19,2.15819927208011e-17,1.85192314745055e-17,"25906/9212/332/699/701/9184/891/991/55143/983/26271/3192/3550/3619/10524/57082/4085/9587/10459/10403/83540/4926/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",34
"GO:0000966","GO:0000966","RNA 5'-end processing","21/2197","22/18888",0.954545454545455,8.20639715314272,12.2700111772366,4.30013919481622e-19,2.2307526214758e-17,1.9141802471119e-17,"29777/3028/8602/161424/87178/10940/10775/51367/10248/9692/11102/79897/138716/10556/10557/10799/6741/10607/54974/54931/27340",21
"GO:2001252","GO:2001252","positive regulation of chromosome organization","50/2197","110/18888",0.454545454545455,3.9078081681632,11.0966724667074,5.98010895954171e-19,3.07060288616468e-17,2.63484500021913e-17,"86/93973/545/9212/699/10576/7203/10575/22948/908/10574/10694/983/1017/1663/170506/1736/2237/26354/3178/54617/83444/10524/9587/10445/54737/9918/23310/64151/54892/23397/29781/286053/4926/11284/5514/5885/51750/8607/10856/10592/10051/23137/6950/7013/26277/7175/51377/7520/7528",50
"GO:0043484","GO:0043484","regulation of RNA splicing","68/2197","186/18888",0.365591397849462,3.14305431159793,10.6561656595166,6.53342384795815e-19,3.32082715181065e-17,2.84955923703608e-17,"79026/708/57018/1196/1207/57703/1655/10209/56943/5394/3178/3187/3190/3191/3192/2648/4116/79066/4686/4691/4869/84081/4928/5430/10419/27339/22827/10137/55696/58517/9584/79171/9939/27316/494115/10921/6207/10284/7536/23450/10262/83443/6433/112869/54407/55234/6625/22938/6651/10250/6426/10772/6427/6428/6431/6432/8683/6881/6883/9967/6434/8295/11338/5976/79084/9589/91746/8882",68
"GO:0006275","GO:0006275","regulation of DNA replication","54/2197","128/18888",0.421875,3.62693445607647,10.8191500693699,1.54135001270457e-18,7.75607326392941e-17,6.65538710748859e-17,"86/93973/79915/545/890/993/998/990/8317/983/1017/81620/10926/1660/10919/2021/26271/23560/54617/83444/11143/4171/4172/4173/4174/4175/4176/10445/64769/23595/5001/5111/5515/5518/5884/5930/5982/5983/5984/5985/8607/10856/8467/9126/7013/90381/8914/54962/7270/51377/57695/23063/7465/7528",54
"GO:0060261","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","36/2197","62/18888",0.580645161290323,4.99190978900847,11.422281944441,1.73662442669874e-18,8.65217239123569e-17,7.42431828902368e-17,"170506/2957/2958/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/5706/6722/6872/6881/6883/6884/6873/6877/6878/6879/129685/6908/10467",36
"GO:0006310","GO:0006310","DNA recombination","98/2197","339/18888",0.289085545722714,2.4853198851209,10.0118638224206,2.99622703448989e-18,1.47813867034835e-16,1.26837185711842e-16,"60/86/10097/93973/196528/79915/580/675/10902/57820/8318/8317/1108/1111/55929/2021/57634/2068/51010/118460/57697/2237/51659/84296/3006/3014/3149/3329/27336/54556/54617/83444/65123/10524/22944/387893/51111/10459/54799/4171/4172/4173/4174/4175/4176/10445/64769/253714/55257/25836/286053/56160/54780/5531/151987/10213/5885/5888/5889/5892/5932/5980/55159/80010/116028/165918/100507650/9025/6117/6118/6119/51750/8607/10856/6421/54537/23137/79677/6830/6832/7037/8914/4796/7153/7156/11073/8295/7334/56893/51377/6944/57599/7516/7517/7520/2547/8089/7528",98
"GO:0034471","GO:0034471","ncRNA 5'-end processing","20/2197","21/18888",0.952380952380952,8.18778854281813,11.9566317811848,3.55833303108391e-18,1.73840114683633e-16,1.49169975406297e-16,"29777/3028/8602/161424/10940/10775/51367/10248/9692/11102/79897/138716/10556/10557/10799/6741/10607/54974/54931/27340",20
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","85/2197","273/18888",0.311355311355311,2.67677702361362,10.124660226169,3.59347871809917e-18,1.73869085668029e-16,1.4919483503687e-16,"84142/25906/545/84126/9212/580/332/675/699/701/9184/891/595/991/8318/988/990/79577/55143/983/1017/80279/81620/1111/63967/29980/51514/26271/54584/3014/25988/3550/3619/65123/25896/57082/4085/9587/10459/8720/4193/8883/10403/29997/83540/4998/55795/9088/5347/5514/27339/56984/5781/5810/5884/5885/5888/5883/5932/55159/60561/6118/6154/163859/147841/57405/54908/25949/9894/90381/8914/54962/11073/7175/51499/9675/80185/7272/51322/79968/7465/7517/7756/91603/11130",85
"GO:0060260","GO:0060260","regulation of transcription initiation by RNA polymerase II","39/2197","74/18888",0.527027027027027,4.53094514632976,11.0413353575065,6.72145344658666e-18,3.22117654697372e-16,2.76405032961388e-16,"1019/170506/2957/2958/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/4609/55795/5706/6722/6872/6881/6883/6884/6873/6877/6878/6879/129685/6908/10467",39
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","49/2197","112/18888",0.4375,3.76126536185708,10.6333707884415,9.59524681502662e-18,4.5550266012466e-16,3.90860997370796e-16,"708/1207/57703/1655/10209/5394/3178/3190/3191/3192/4116/79066/4686/4691/4869/84081/4928/10419/27339/22827/58517/9584/79171/9939/27316/494115/10921/10284/7536/10262/6433/55234/6625/22938/6651/10250/10772/6427/6428/6431/6432/8683/9967/6434/11338/5976/79084/9589/91746",49
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription initiation","37/2197","68/18888",0.544117647058823,4.67787624836006,11.0229312580873,1.15045475253272e-17,5.41036291097631e-16,4.64256310367853e-16,"9774/170506/2957/2958/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/5706/6722/6872/6881/6883/6884/6873/6877/6878/6879/129685/6908/10467",37
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","41/2197","82/18888",0.5,4.29858898497952,10.8603108174688,1.16952254306225e-17,5.44910873767523e-16,4.6758104012099e-16,"9774/1019/170506/2957/2958/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/4609/55795/5706/54700/6722/6872/6881/6883/6884/6873/6877/6878/6879/129685/6908/10467",41
"GO:0051656","GO:0051656","establishment of organelle localization","121/2197","472/18888",0.25635593220339,2.2039375728073,9.61020505647869,1.25580744951128e-17,5.79745237242273e-16,4.97471961168062e-16,"6059/84142/55860/9212/332/9184/891/8697/998/113130/55143/81620/1058/1060/1062/1072/27243/51652/128866/79643/91782/22820/10987/9696/8452/10540/10059/1785/79980/1778/8655/1894/3692/9700/55763/55770/11336/10640/149371/157769/23291/8729/2697/9001/8841/9146/3192/3281/3619/10524/9928/81930/57082/3837/3965/4000/10128/55341/84946/4085/23195/284071/79003/4627/10403/54820/51068/161424/4869/25936/10726/83540/4926/23636/4927/4976/5048/5170/5347/11243/10113/5861/7879/29127/5901/55781/6209/23212/55153/9919/81929/151648/220134/348235/221150/8773/23557/11267/10615/147841/57405/54908/7013/10972/10959/58485/60684/80006/27095/51399/126003/22878/80128/7251/7314/8409/7514/10652/7534/7756/11130",121
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","28/2197","41/18888",0.682926829268293,5.87124349167934,11.3283326068063,2.25738736837221e-17,1.03265211251354e-15,8.86105548809838e-16,"16/57505/833/1615/2058/2193/10056/2617/3035/3376/55699/3735/51520/4141/92935/4677/25973/5859/5917/6301/54938/6897/7407/57176/7453/10352/8565/51067",28
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","89/2197","301/18888",0.295681063122924,2.54202272201447,9.78418625671771,2.2783868402572e-17,1.0328687009166e-15,8.86291400543863e-16,"84142/60/86/10097/93973/196528/79915/545/9212/10902/890/10576/7203/10575/22948/908/10574/10694/993/998/8317/983/1017/81620/10926/1663/170506/1660/1736/55929/5977/2021/57634/2068/51010/118460/23201/2671/26354/3014/3178/3320/54556/54617/83444/10524/11143/51111/10459/54799/10445/64769/55257/4609/4931/5111/11284/5514/10728/5888/5982/5983/5984/5985/165918/9025/6188/51750/8607/10856/54537/8467/6598/6605/6950/7013/7037/8914/26277/8295/7334/51377/7874/6944/57599/7465/7520/8089/7528",89
"GO:0032204","GO:0032204","regulation of telomere maintenance","47/2197","106/18888",0.443396226415094,3.81195626969882,10.5328504280556,2.31391222616504e-17,1.03960770732701e-15,8.92074055613626e-16,"86/93973/545/9212/10576/7203/10575/22948/908/10574/10694/170506/1736/5394/26354/54552/3178/3183/3192/54617/83444/10445/4609/55226/286053/56160/54780/11284/5514/51750/8607/10856/23137/79677/23049/23381/23293/6950/100134934/7013/26277/51377/5976/7874/7520/54464/7528",47
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","33/2197","56/18888",0.589285714285714,5.06619416086872,11.0557763118917,2.48522279283681e-17,1.1066939020845e-15,9.49639859917708e-16,"25906/54998/9212/332/699/701/9184/891/991/55143/1111/26271/3550/3619/57082/4085/9587/10459/27085/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",33
"GO:0002183","GO:0002183","cytoplasmic translational initiation","29/2197","44/18888",0.659090909090909,5.66632184383664,11.2426792355261,2.67363708944042e-17,1.16989059426645e-15,1.00386813188875e-15,"8562/1967/8892/8891/8890/8893/8894/1968/8661/8662/8664/3646/8665/8666/8667/8668/8669/10480/1973/1974/1981/1983/28985/56339/2475/4686/22916/23521/7884",29
"GO:0043039","GO:0043039","tRNA aminoacylation","29/2197","44/18888",0.659090909090909,5.66632184383664,11.2426792355261,2.67363708944042e-17,1.16989059426645e-15,1.00386813188875e-15,"16/57505/833/1615/2058/2193/10056/2617/3035/3376/55699/3735/51520/4141/92935/4677/25973/5859/55278/5917/6301/54938/6897/7407/57176/7453/10352/8565/51067",29
"GO:0034502","GO:0034502","protein localization to chromosome","51/2197","124/18888",0.411290322580645,3.53593610054767,10.2787848721473,5.05624532954956e-17,2.19336435330115e-15,1.88209785315901e-15,"545/9212/675/701/9184/10576/7203/10575/22948/908/10574/10694/983/1025/1058/91782/10664/1736/26354/54552/8335/3012/8970/8359/8367/8294/27336/3550/57082/253714/27085/25836/5347/5885/6047/6117/6118/10856/112869/23137/54908/6950/7013/26277/4796/11073/7272/7415/7443/23063/7520",51
"GO:0043038","GO:0043038","amino acid activation","29/2197","45/18888",0.644444444444444,5.54040358064027,11.0632067952758,6.68517985999117e-17,2.83618878820518e-15,2.43369726575551e-15,"16/57505/833/1615/2058/2193/10056/2617/3035/3376/55699/3735/51520/4141/92935/4677/25973/5859/55278/5917/6301/54938/6897/7407/57176/7453/10352/8565/51067",29
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","30/2197","48/18888",0.625,5.3732362312244,11.0062265242729,6.85483077281399e-17,2.83618878820518e-15,2.43369726575551e-15,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","30/2197","48/18888",0.625,5.3732362312244,11.0062265242729,6.85483077281399e-17,2.83618878820518e-15,2.43369726575551e-15,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","30/2197","48/18888",0.625,5.3732362312244,11.0062265242729,6.85483077281399e-17,2.83618878820518e-15,2.43369726575551e-15,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","30/2197","48/18888",0.625,5.3732362312244,11.0062265242729,6.85483077281399e-17,2.83618878820518e-15,2.43369726575551e-15,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:1905820","GO:1905820","positive regulation of chromosome separation","23/2197","29/18888",0.793103448275862,6.81845149341579,11.3763364290742,6.87629237203958e-17,2.83618878820518e-15,2.43369726575551e-15,"51529/51433/9212/332/8881/991/8697/55143/8452/9700/3619/9587/9918/23310/64151/54892/23397/29781/286053/4926/10592/10051/11065",23
"GO:0008033","GO:0008033","tRNA processing","53/2197","134/18888",0.395522388059701,3.40037636125245,10.1167291873255,9.40905829983267e-17,3.8492992979478e-15,3.30303441556813e-15,"16/113179/79074/10978/348180/285381/60528/8518/55250/55140/26610/23587/54859/3028/3735/112970/8270/11157/27304/123263/25821/55226/55644/87178/10940/10775/51367/10248/9692/26024/11102/79897/138716/10556/10557/10799/51493/51637/6301/6741/54974/112858/51002/54931/51504/57570/51095/80746/79042/283989/81605/79693/339487",53
"GO:0045786","GO:0045786","negative regulation of cell cycle","107/2197","405/18888",0.264197530864198,2.27135319206325,9.38345634146976,1.0347556400305e-16,4.19910514567214e-15,3.60319833226239e-15,"84142/25906/545/84126/54998/9212/580/9031/332/675/699/701/9184/891/595/991/8318/988/990/79577/55143/983/1017/80279/81620/338657/1111/27243/63967/29980/51514/9700/26271/54584/3014/10614/25988/3550/3619/65123/25896/10527/2648/57082/4085/9587/10459/8720/4193/284071/27085/8260/8883/10403/54475/29997/4869/4682/83540/4998/55795/9088/5347/5514/27339/56984/5781/5810/5884/5885/5888/5883/5932/10432/55159/60561/6118/6154/163859/8467/147841/57405/54908/25949/6878/9894/7013/168451/90381/8914/54962/11073/7175/51499/4591/9675/80185/7272/51322/23063/79968/7465/7517/7709/7756/91603/11130",107
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","49/2197","118/18888",0.415254237288136,3.5700145807457,10.1601423951878,1.29600758288171e-16,5.21720812564862e-15,4.47681945682592e-15,"51529/25906/51433/6790/54998/9212/332/79866/699/701/9184/891/8881/991/8697/998/55143/1111/8452/9700/26271/3550/3619/3630/57082/4085/9587/10459/27085/10403/286053/83540/23636/55795/9088/5347/10419/56984/5885/1104/147841/57405/54908/7175/7272/11065/7517/7756/11130",49
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","31/2197","52/18888",0.596153846153846,5.12524071286019,10.8071695799744,1.45076027549768e-16,5.79382992563836e-15,4.97161123650083e-15,"84142/9212/332/9184/891/998/55143/81620/1060/1062/79980/1894/3192/3619/10524/57082/79003/10403/25936/83540/11243/29127/81929/151648/220134/348235/221150/10615/147841/57405/7756",31
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","21/2197","25/18888",0.84,7.22162949476559,11.2933842978689,1.74282473798701e-16,6.90542841066978e-15,5.92545965621442e-15,"29777/23246/5394/23404/51010/23016/11340/5393/51077/117246/79707/8602/161424/23481/10171/10799/6227/23212/9875/27340/55759",21
"GO:0051784","GO:0051784","negative regulation of nuclear division","34/2197","63/18888",0.53968253968254,4.63974684093027,10.4985494966827,3.36500829464798e-16,1.32286888583349e-14,1.13513684413207e-14,"25906/54998/9212/332/699/701/9184/891/991/55143/1111/26271/3550/3619/57082/4085/9587/10459/27085/10403/83540/55795/5347/56984/5810/5885/147841/57405/54908/7175/7272/7517/7756/11130",34
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","30/2197","50/18888",0.6,5.15830678197542,10.6816777664049,3.49269291529381e-16,1.34162066792049e-14,1.15122750811854e-14,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","30/2197","50/18888",0.6,5.15830678197542,10.6816777664049,3.49269291529381e-16,1.34162066792049e-14,1.15122750811854e-14,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:1905819","GO:1905819","negative regulation of chromosome separation","30/2197","50/18888",0.6,5.15830678197542,10.6816777664049,3.49269291529381e-16,1.34162066792049e-14,1.15122750811854e-14,"25906/9212/332/699/701/9184/891/991/55143/26271/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/5885/147841/57405/54908/7175/7272/7517/7756/11130",30
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","33/2197","60/18888",0.55,4.72844788347747,10.4943839002286,4.30898258393649e-16,1.64263639108852e-14,1.40952524396391e-14,"9212/332/891/8697/113130/55143/81620/1060/1062/27243/51652/128866/79643/91782/8452/10540/3192/3619/10524/9928/81930/3837/79003/10403/10726/83540/23636/23212/81929/220134/348235/221150/54908",33
"GO:0009060","GO:0009060","aerobic respiration","66/2197","199/18888",0.331658291457286,2.85132535687084,9.5251450037643,6.33572641421932e-16,2.39709588844749e-14,2.05691727353602e-14,"47/50/158/205/402/498/506/509/513/9551/10632/515/10476/522/664/891/983/51142/9377/1329/1337/1340/1349/1350/1431/54205/1743/2395/3419/23479/9927/126328/51079/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/29997/4967/5018/54949/6391/6392/8803/79736/790955/10975/7381/7384/7385/7386/27089/7415",66
"GO:0051123","GO:0051123","RNA polymerase II preinitiation complex assembly","35/2197","68/18888",0.514705882352941,4.42501807277303,10.2650921957252,8.74751860080891e-16,3.28488907457242e-14,2.81872123334785e-14,"1810/2957/2958/2959/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/5706/6872/6881/6883/6884/6873/6877/6878/6879/129685/6908",35
"GO:0006282","GO:0006282","regulation of DNA repair","69/2197","215/18888",0.32093023255814,2.75909432524267,9.41145237696266,9.38284019160467e-16,3.49736680327072e-14,3.00104565036744e-14,"84142/60/86/10097/93973/196528/545/84126/580/10902/1025/1111/1663/1660/55929/5977/56943/57634/23201/3014/54556/54617/83444/2648/10524/11143/387893/51111/10459/54799/10445/64769/55257/5111/11284/5531/151987/5888/116028/165918/9025/6118/6188/51750/8607/10856/23450/83443/112869/54537/6598/6605/6881/6883/6873/6877/6878/6879/24144/8914/8295/7334/7335/56893/51377/6944/57599/8089/7528",69
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","22/2197","29/18888",0.758620689655172,6.52199708065858,10.7967036626541,1.74589301179628e-15,6.41265228858314e-14,5.50261477863109e-14,"22/388962/9391/84191/51647/64428/57019/112812/2395/51218/150274/3313/81689/122961/23479/57128/27158/4706/9054/27247/4682/10101",22
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","22/2197","29/18888",0.758620689655172,6.52199708065858,10.7967036626541,1.74589301179628e-15,6.41265228858314e-14,5.50261477863109e-14,"22/388962/9391/84191/51647/64428/57019/112812/2395/51218/150274/3313/81689/122961/23479/57128/27158/4706/9054/27247/4682/10101",22
"GO:0009303","GO:0009303","rRNA transcription","26/2197","40/18888",0.65,5.58816568047337,10.5388152502544,2.00314534137466e-15,7.16231000021406e-14,6.14588645738391e-14,"2972/1663/2068/2971/2975/2976/9330/9329/9328/64768/4141/2475/4691/84365/25926/29997/84172/51082/64425/221830/10849/5434/11137/6598/9014/6949",26
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","28/2197","46/18888",0.608695652173913,5.23306485127941,10.4285920325895,2.00692708670545e-15,7.16231000021406e-14,6.14588645738391e-14,"25906/9212/332/699/701/9184/891/991/55143/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/147841/57405/54908/7175/7272/7517/7756/11130",28
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","28/2197","46/18888",0.608695652173913,5.23306485127941,10.4285920325895,2.00692708670545e-15,7.16231000021406e-14,6.14588645738391e-14,"25906/9212/332/699/701/9184/891/991/55143/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/147841/57405/54908/7175/7272/7517/7756/11130",28
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","28/2197","46/18888",0.608695652173913,5.23306485127941,10.4285920325895,2.00692708670545e-15,7.16231000021406e-14,6.14588645738391e-14,"25906/9212/332/699/701/9184/891/991/55143/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/147841/57405/54908/7175/7272/7517/7756/11130",28
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","51/2197","134/18888",0.380597014925373,3.27206027214859,9.57592269347921,2.31903531716977e-15,8.21787726478752e-14,7.05165520461853e-14,"84142/545/84126/580/675/595/8318/988/990/983/1017/80279/81620/1111/63967/29980/51514/54584/3014/25988/25896/8720/4193/8883/29997/4998/5347/5514/27339/5781/5810/5884/5888/5883/55159/60561/6118/6154/163859/25949/9894/90381/8914/54962/11073/51499/9675/80185/51322/79968/91603",51
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","49/2197","126/18888",0.388888888888889,3.3433469883174,9.57497497976357,2.99981929268976e-15,1.05560074691013e-13,9.05797477998777e-14,"22794/23019/4848/4849/29883/1655/170506/1660/22894/3646/9775/2107/5394/23404/51010/54512/56915/118460/23016/11340/5393/2935/3192/25804/51690/4116/51154/55149/51594/4686/22916/26986/53918/5436/9939/10921/80349/23049/23381/23293/9887/55181/6741/9967/5976/26019/54464/22803/4904",49
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","21/2197","27/18888",0.777777777777778,6.68669397663481,10.7279001430436,3.23044442628256e-15,1.12886085785096e-13,9.68661040687944e-14,"9212/332/891/990/55143/983/3192/3619/10524/9587/9918/23310/64151/54892/23397/29781/4926/10592/10051/23137/79677",21
"GO:0031577","GO:0031577","spindle checkpoint signaling","28/2197","47/18888",0.595744680851064,5.12172304593304,10.2643416882932,4.41432326438387e-15,1.5319223907848e-13,1.31452297862088e-13,"25906/9212/332/699/701/9184/891/991/55143/3550/3619/57082/4085/9587/10459/10403/83540/55795/5347/56984/147841/57405/54908/7175/7272/7517/7756/11130",28
"GO:0031124","GO:0031124","mRNA 3'-end processing","31/2197","57/18888",0.543859649122807,4.67565819418825,10.0830331494497,5.12583826440539e-15,1.76088696958394e-13,1.51099455050484e-13,"580/79577/1025/10978/29894/53981/51692/11052/1477/1479/170506/84967/134353/255374/55149/4686/22916/11051/26986/54623/51585/5433/23248/7884/29101/8189/64852/25962/55339/91746/23144",31
"GO:0071897","GO:0071897","DNA biosynthetic process","63/2197","192/18888",0.328125,2.82094902139281,9.20088054572897,5.14408554310094e-15,1.76088696958394e-13,1.51099455050484e-13,"545/9212/890/10576/7203/10575/22948/908/10574/10694/1111/1736/51514/5394/199990/54433/2671/54552/3178/3183/3192/3320/11143/286826/10459/64769/4609/55226/55651/55505/4931/5111/5245/11284/5422/5424/5425/10714/5426/5427/10728/5980/5981/5982/5983/5984/5985/6117/6240/23381/23293/83932/6950/9894/100134934/7013/7027/26277/7298/9100/7415/7520/54464",63
"GO:0051321","GO:0051321","meiotic cell cycle","82/2197","291/18888",0.281786941580756,2.42257248638021,8.87267949397105,8.5912342879908e-15,2.92101965791687e-13,2.50648954831709e-13,"10097/10096/64682/10393/51529/25847/25906/29882/29945/51433/6790/675/9184/51759/57820/8881/991/8697/993/246184/996/1017/1060/1164/1642/63946/10919/9700/57697/26271/3014/3619/81930/57082/84930/284071/56339/4627/9918/23310/23397/29781/55706/10403/83540/4926/5000/9088/5347/5515/5518/5719/9232/5810/5885/5888/5889/5892/5932/80010/100507650/6117/151648/8243/10592/9126/10051/11022/7013/7153/7156/7272/7283/27175/10844/10426/27229/114791/85378/7314/7516/11130",82
"GO:0045333","GO:0045333","cellular respiration","73/2197","245/18888",0.297959183673469,2.56160812982453,8.92591082629676,1.11277982229659e-14,3.75805910456138e-13,3.22474237446882e-13,"47/50/158/205/402/498/506/509/513/9551/10632/515/10476/522/664/891/983/51142/131474/9377/1329/1337/1340/1349/1350/1431/54205/1743/2395/3419/23479/9927/10514/126328/51079/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/29997/4967/5018/5290/87178/27166/54949/6391/6392/6648/8803/79736/790955/10975/7381/7384/7385/7386/27089/7415/51542",73
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","63/2197","195/18888",0.323076923076923,2.77754980567907,9.05221626238333,1.17088559728044e-14,3.92793088367679e-13,3.37050717196096e-13,"84142/25906/9212/580/332/699/701/9184/891/595/991/990/79577/55143/983/1017/80279/1111/63967/29980/51514/26271/3550/3619/65123/57082/4085/9587/10459/8720/4193/8883/10403/29997/83540/4998/55795/9088/5347/56984/5884/5885/5932/55159/60561/6118/6154/163859/147841/57405/54908/25949/90381/11073/7175/51499/7272/51322/7465/7517/7756/91603/11130",63
"GO:0006119","GO:0006119","oxidative phosphorylation","53/2197","148/18888",0.358108108108108,3.07871913789074,9.2107971711394,1.28996494777977e-14,4.29874411736939e-13,3.68869725743646e-13,"205/498/506/509/513/9551/10632/515/10476/522/891/983/51142/9377/1329/1337/1340/1349/1350/54205/2395/23479/126328/51079/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/54949/6391/6392/79736/790955/10975/7381/7384/7385/7386/27089/7415",53
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","29/2197","52/18888",0.557692307692308,4.79458002170792,9.94091560561262,1.60201232694134e-14,5.30350396655843e-13,4.55086881240538e-13,"1207/8161/11218/8487/50628/25929/79833/79760/54960/57819/25804/10419/27339/9129/26121/24148/10594/9092/9733/6628/6631/6632/6633/6634/6636/10772/11171/96764/79084",29
